job_id,run_label,planner_key,metric,scenario_matrix_hash,comparability_mapping_hash,evidence_status,benchmark_success,episodes,seed_count,source,value_status,summary_mean,seed_mean,bootstrap_ci_low,bootstrap_ci_high,seed_values_json
13268,confirm,goal,snqi,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,-0.193200,-0.193225,-0.203494,-0.176783,"{""111"": -0.19939825953688342, ""112"": -0.17678317757350273, ""113"": -0.20349405867911205}"
13268,confirm,goal,success,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.388900,0.388889,0.375000,0.395833,"{""111"": 0.3958333333333333, ""112"": 0.3958333333333333, ""113"": 0.375}"
13268,confirm,goal,collision,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.611100,0.611111,0.604167,0.625000,"{""111"": 0.6041666666666666, ""112"": 0.6041666666666666, ""113"": 0.625}"
13268,confirm,goal,near_miss,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,8.638900,8.638889,6.895833,10.520833,"{""111"": 10.520833333333334, ""112"": 6.895833333333333, ""113"": 8.5}"
13268,confirm,goal,comfort,c10df617a87c,6f349046993d,valid,True,144,0,campaign_summary_aggregate,no_seed_episode_column,0.030600,,0.017159,0.048947,{}
13268,confirm,orca,snqi,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,-0.198400,-0.198384,-0.217964,-0.181214,"{""111"": -0.19597388426599363, ""112"": -0.18121391196567405, ""113"": -0.2179639412699719}"
13268,confirm,orca,success,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.743100,0.743056,0.729167,0.770833,"{""111"": 0.7708333333333334, ""112"": 0.7291666666666666, ""113"": 0.7291666666666666}"
13268,confirm,orca,collision,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.236100,0.236111,0.208333,0.250000,"{""111"": 0.20833333333333334, ""112"": 0.25, ""113"": 0.25}"
13268,confirm,orca,near_miss,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,12.770800,12.770833,9.104167,18.312500,"{""111"": 18.3125, ""112"": 9.104166666666666, ""113"": 10.895833333333334}"
13268,confirm,orca,comfort,c10df617a87c,6f349046993d,valid,True,144,0,campaign_summary_aggregate,no_seed_episode_column,0.030500,,0.016231,0.049029,{}
13268,confirm,ppo,snqi,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,-0.156000,-0.156038,-0.192088,-0.134727,"{""111"": -0.19208769999124506, ""112"": -0.13472712183809643, ""113"": -0.1412985003418791}"
13268,confirm,ppo,success,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.701400,0.701389,0.625000,0.770833,"{""111"": 0.625, ""112"": 0.7083333333333334, ""113"": 0.7708333333333334}"
13268,confirm,ppo,collision,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.284700,0.284722,0.208333,0.354167,"{""111"": 0.3541666666666667, ""112"": 0.2916666666666667, ""113"": 0.20833333333333334}"
13268,confirm,ppo,near_miss,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,4.395800,4.395833,3.104167,5.333333,"{""111"": 5.333333333333333, ""112"": 3.1041666666666665, ""113"": 4.75}"
13268,confirm,ppo,comfort,c10df617a87c,6f349046993d,valid,True,144,0,campaign_summary_aggregate,no_seed_episode_column,0.029900,,0.016006,0.048509,{}
13268,confirm,prediction_planner,snqi,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,-0.145100,-0.145123,-0.186959,-0.117719,"{""111"": -0.18695852696868837, ""112"": -0.1306925241866465, ""113"": -0.11771938571077872}"
13268,confirm,prediction_planner,success,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.493100,0.493056,0.437500,0.541667,"{""111"": 0.4375, ""112"": 0.5416666666666666, ""113"": 0.5}"
13268,confirm,prediction_planner,collision,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.500000,0.500000,0.458333,0.541667,"{""111"": 0.5416666666666666, ""112"": 0.4583333333333333, ""113"": 0.5}"
13268,confirm,prediction_planner,near_miss,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,12.354200,12.354167,10.812500,15.020833,"{""111"": 15.020833333333334, ""112"": 11.229166666666666, ""113"": 10.8125}"
13268,confirm,prediction_planner,comfort,c10df617a87c,6f349046993d,valid,True,144,0,campaign_summary_aggregate,no_seed_episode_column,0.039500,,0.024675,0.060796,{}
13268,confirm,sacadrl,snqi,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,-0.369500,-0.369481,-0.386722,-0.343743,"{""111"": -0.34374258945817726, ""112"": -0.3779780663178327, ""113"": -0.3867219948583516}"
13268,confirm,sacadrl,success,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.305600,0.305556,0.270833,0.333333,"{""111"": 0.3125, ""112"": 0.3333333333333333, ""113"": 0.2708333333333333}"
13268,confirm,sacadrl,collision,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.694400,0.694444,0.666667,0.729167,"{""111"": 0.6875, ""112"": 0.6666666666666666, ""113"": 0.7291666666666666}"
13268,confirm,sacadrl,near_miss,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,4.812500,4.812500,3.375000,5.583333,"{""111"": 3.375, ""112"": 5.583333333333333, ""113"": 5.479166666666667}"
13268,confirm,sacadrl,comfort,c10df617a87c,6f349046993d,valid,True,144,0,campaign_summary_aggregate,no_seed_episode_column,0.029500,,0.016064,0.048067,{}
13268,confirm,social_force,snqi,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,-0.885000,-0.884998,-0.913576,-0.864913,"{""111"": -0.864913492164582, ""112"": -0.8765056425973616, ""113"": -0.9135761717851132}"
13268,confirm,social_force,success,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.013900,0.013889,0.000000,0.020833,"{""111"": 0.020833333333333332, ""112"": 0.0, ""113"": 0.020833333333333332}"
13268,confirm,social_force,collision,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.513900,0.513889,0.479167,0.541667,"{""111"": 0.5416666666666666, ""112"": 0.5208333333333334, ""113"": 0.4791666666666667}"
13268,confirm,social_force,near_miss,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,7.895800,7.895833,4.770833,13.145833,"{""111"": 5.770833333333333, ""112"": 4.770833333333333, ""113"": 13.145833333333334}"
13268,confirm,social_force,comfort,c10df617a87c,6f349046993d,valid,True,144,0,campaign_summary_aggregate,no_seed_episode_column,0.038100,,0.022351,0.057142,{}
13268,confirm,socnav_sampling,snqi,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,-0.199600,-0.199566,-0.242319,-0.169750,"{""111"": -0.24231913213699102, ""112"": -0.16975033863433497, ""113"": -0.18662981021546496}"
13268,confirm,socnav_sampling,success,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.284700,0.284722,0.187500,0.354167,"{""111"": 0.1875, ""112"": 0.3541666666666667, ""113"": 0.3125}"
13268,confirm,socnav_sampling,collision,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.715300,0.715278,0.645833,0.812500,"{""111"": 0.8125, ""112"": 0.6458333333333334, ""113"": 0.6875}"
13268,confirm,socnav_sampling,near_miss,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,1.763900,1.763889,1.208333,2.125000,"{""111"": 2.125, ""112"": 1.2083333333333333, ""113"": 1.9583333333333333}"
13268,confirm,socnav_sampling,comfort,c10df617a87c,6f349046993d,valid,True,144,0,campaign_summary_aggregate,no_seed_episode_column,0.040700,,0.025803,0.058706,{}
13273,extended_roster,goal,snqi,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,-0.193200,-0.193225,-0.203494,-0.176783,"{""111"": -0.19939825953688342, ""112"": -0.17678317757350273, ""113"": -0.20349405867911205}"
13273,extended_roster,goal,success,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.388900,0.388889,0.375000,0.395833,"{""111"": 0.3958333333333333, ""112"": 0.3958333333333333, ""113"": 0.375}"
13273,extended_roster,goal,collision,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.611100,0.611111,0.604167,0.625000,"{""111"": 0.6041666666666666, ""112"": 0.6041666666666666, ""113"": 0.625}"
13273,extended_roster,goal,near_miss,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,8.638900,8.638889,6.895833,10.520833,"{""111"": 10.520833333333334, ""112"": 6.895833333333333, ""113"": 8.5}"
13273,extended_roster,goal,comfort,c10df617a87c,6f349046993d,valid,True,144,0,campaign_summary_aggregate,no_seed_episode_column,0.030600,,0.017159,0.048947,{}
13273,extended_roster,orca,snqi,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,-0.198400,-0.198384,-0.217964,-0.181214,"{""111"": -0.19597388426599363, ""112"": -0.18121391196567405, ""113"": -0.2179639412699719}"
13273,extended_roster,orca,success,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.743100,0.743056,0.729167,0.770833,"{""111"": 0.7708333333333334, ""112"": 0.7291666666666666, ""113"": 0.7291666666666666}"
13273,extended_roster,orca,collision,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.236100,0.236111,0.208333,0.250000,"{""111"": 0.20833333333333334, ""112"": 0.25, ""113"": 0.25}"
13273,extended_roster,orca,near_miss,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,12.770800,12.770833,9.104167,18.312500,"{""111"": 18.3125, ""112"": 9.104166666666666, ""113"": 10.895833333333334}"
13273,extended_roster,orca,comfort,c10df617a87c,6f349046993d,valid,True,144,0,campaign_summary_aggregate,no_seed_episode_column,0.030500,,0.016231,0.049029,{}
13273,extended_roster,ppo,snqi,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,-0.156000,-0.156038,-0.192088,-0.134727,"{""111"": -0.19208769999124506, ""112"": -0.13472712183809643, ""113"": -0.1412985003418791}"
13273,extended_roster,ppo,success,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.701400,0.701389,0.625000,0.770833,"{""111"": 0.625, ""112"": 0.7083333333333334, ""113"": 0.7708333333333334}"
13273,extended_roster,ppo,collision,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.284700,0.284722,0.208333,0.354167,"{""111"": 0.3541666666666667, ""112"": 0.2916666666666667, ""113"": 0.20833333333333334}"
13273,extended_roster,ppo,near_miss,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,4.395800,4.395833,3.104167,5.333333,"{""111"": 5.333333333333333, ""112"": 3.1041666666666665, ""113"": 4.75}"
13273,extended_roster,ppo,comfort,c10df617a87c,6f349046993d,valid,True,144,0,campaign_summary_aggregate,no_seed_episode_column,0.029900,,0.016006,0.048509,{}
13273,extended_roster,prediction_mpc,snqi,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,-0.309100,-0.309148,-0.336725,-0.276158,"{""111"": -0.2761583808774628, ""112"": -0.3145609800850183, ""113"": -0.3367254610398394}"
13273,extended_roster,prediction_mpc,success,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.562500,0.562500,0.541667,0.583333,"{""111"": 0.5416666666666666, ""112"": 0.5625, ""113"": 0.5833333333333334}"
13273,extended_roster,prediction_mpc,collision,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.305600,0.305556,0.291667,0.312500,"{""111"": 0.3125, ""112"": 0.3125, ""113"": 0.2916666666666667}"
13273,extended_roster,prediction_mpc,near_miss,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,38.333300,38.333333,35.687500,41.208333,"{""111"": 38.104166666666664, ""112"": 35.6875, ""113"": 41.208333333333336}"
13273,extended_roster,prediction_mpc,comfort,c10df617a87c,6f349046993d,valid,True,144,0,campaign_summary_aggregate,no_seed_episode_column,0.025500,,0.012723,0.043933,{}
13273,extended_roster,prediction_mpc_cbf,snqi,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,-0.305200,-0.305151,-0.335822,-0.276206,"{""111"": -0.2762057808958334, ""112"": -0.3034258743498628, ""113"": -0.3358216975788089}"
13273,extended_roster,prediction_mpc_cbf,success,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.569400,0.569444,0.541667,0.583333,"{""111"": 0.5416666666666666, ""112"": 0.5833333333333334, ""113"": 0.5833333333333334}"
13273,extended_roster,prediction_mpc_cbf,collision,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.298600,0.298611,0.291667,0.312500,"{""111"": 0.3125, ""112"": 0.2916666666666667, ""113"": 0.2916666666666667}"
13273,extended_roster,prediction_mpc_cbf,near_miss,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,40.930600,40.930556,37.020833,47.020833,"{""111"": 38.75, ""112"": 37.020833333333336, ""113"": 47.020833333333336}"
13273,extended_roster,prediction_mpc_cbf,comfort,c10df617a87c,6f349046993d,valid,True,144,0,campaign_summary_aggregate,no_seed_episode_column,0.025400,,,,{}
13273,extended_roster,prediction_planner,snqi,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,-0.145100,-0.145123,-0.186959,-0.117719,"{""111"": -0.18695852696868837, ""112"": -0.1306925241866465, ""113"": -0.11771938571077872}"
13273,extended_roster,prediction_planner,success,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.493100,0.493056,0.437500,0.541667,"{""111"": 0.4375, ""112"": 0.5416666666666666, ""113"": 0.5}"
13273,extended_roster,prediction_planner,collision,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.500000,0.500000,0.458333,0.541667,"{""111"": 0.5416666666666666, ""112"": 0.4583333333333333, ""113"": 0.5}"
13273,extended_roster,prediction_planner,near_miss,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,12.354200,12.354167,10.812500,15.020833,"{""111"": 15.020833333333334, ""112"": 11.229166666666666, ""113"": 10.8125}"
13273,extended_roster,prediction_planner,comfort,c10df617a87c,6f349046993d,valid,True,144,0,campaign_summary_aggregate,no_seed_episode_column,0.039500,,0.024675,0.060796,{}
13273,extended_roster,sacadrl,snqi,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,-0.369500,-0.369481,-0.386722,-0.343743,"{""111"": -0.34374258945817726, ""112"": -0.3779780663178327, ""113"": -0.3867219948583516}"
13273,extended_roster,sacadrl,success,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.305600,0.305556,0.270833,0.333333,"{""111"": 0.3125, ""112"": 0.3333333333333333, ""113"": 0.2708333333333333}"
13273,extended_roster,sacadrl,collision,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.694400,0.694444,0.666667,0.729167,"{""111"": 0.6875, ""112"": 0.6666666666666666, ""113"": 0.7291666666666666}"
13273,extended_roster,sacadrl,near_miss,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,4.812500,4.812500,3.375000,5.583333,"{""111"": 3.375, ""112"": 5.583333333333333, ""113"": 5.479166666666667}"
13273,extended_roster,sacadrl,comfort,c10df617a87c,6f349046993d,valid,True,144,0,campaign_summary_aggregate,no_seed_episode_column,0.029500,,0.016064,0.048067,{}
13273,extended_roster,social_force,snqi,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,-0.885000,-0.884998,-0.913576,-0.864913,"{""111"": -0.864913492164582, ""112"": -0.8765056425973616, ""113"": -0.9135761717851132}"
13273,extended_roster,social_force,success,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.013900,0.013889,0.000000,0.020833,"{""111"": 0.020833333333333332, ""112"": 0.0, ""113"": 0.020833333333333332}"
13273,extended_roster,social_force,collision,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.513900,0.513889,0.479167,0.541667,"{""111"": 0.5416666666666666, ""112"": 0.5208333333333334, ""113"": 0.4791666666666667}"
13273,extended_roster,social_force,near_miss,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,7.895800,7.895833,4.770833,13.145833,"{""111"": 5.770833333333333, ""112"": 4.770833333333333, ""113"": 13.145833333333334}"
13273,extended_roster,social_force,comfort,c10df617a87c,6f349046993d,valid,True,144,0,campaign_summary_aggregate,no_seed_episode_column,0.038100,,0.022351,0.057142,{}
13273,extended_roster,socnav_sampling,snqi,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,-0.199600,-0.199566,-0.242319,-0.169750,"{""111"": -0.24231913213699102, ""112"": -0.16975033863433497, ""113"": -0.18662981021546496}"
13273,extended_roster,socnav_sampling,success,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.284700,0.284722,0.187500,0.354167,"{""111"": 0.1875, ""112"": 0.3541666666666667, ""113"": 0.3125}"
13273,extended_roster,socnav_sampling,collision,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,0.715300,0.715278,0.645833,0.812500,"{""111"": 0.8125, ""112"": 0.6458333333333334, ""113"": 0.6875}"
13273,extended_roster,socnav_sampling,near_miss,c10df617a87c,6f349046993d,valid,True,144,3,seed_episode_rows,ok,1.763900,1.763889,1.208333,2.125000,"{""111"": 2.125, ""112"": 1.2083333333333333, ""113"": 1.9583333333333333}"
13273,extended_roster,socnav_sampling,comfort,c10df617a87c,6f349046993d,valid,True,144,0,campaign_summary_aggregate,no_seed_episode_column,0.040700,,0.025803,0.058706,{}
